country,year,gdp,debt_hh,debt_corp,debt_gov,debt_hh_lag1,debt_corp_lag1,debt_gov_lag1,growth
Australia,1996,542.4,56.57,59.33,29.35,,,,
Australia,1997,573.07,59.98,61.28,25.91,56.57,59.33,29.35,5.500413667599968
Australia,1998,606.13,63.55,62.99,23.7,59.98,61.28,25.91,5.60866112128382
Australia,1999,638.38,67.93,63.9,22.54,63.55,62.99,23.7,5.18392328090318
Australia,2000,687.43,70.18,68.72,19.5,67.93,63.9,22.54,7.402628885103013
Australia,2001,730.49,73.88,65.36,17.11,70.18,68.72,19.5,6.075553566803471
Australia,2002,782.37,81.39,63.69,15.01,73.88,65.36,17.11,6.86122325840719
Australia,2003,830.19,90.62,62.04,13.19,81.39,63.69,15.01,5.932681582890975
Australia,2004,894.33,96.79,61.93,11.91,90.62,62.04,13.19,7.4420244323389895
Australia,2005,964.21,101.33,67.78,10.86,96.79,61.93,11.91,7.5234278630511575
Australia,2006,1039.95,106.11,72.42,9.94,101.33,67.78,10.86,7.561880084660633
Australia,2007,1133.01,109.17,78.25,9.67,106.11,72.42,9.94,8.57051730577778
Australia,2008,1235.36,107.25,80.78,11.74,109.17,78.25,9.67,8.64846174461178
Australia,2009,1264.78,112.2,74.16,16.62,107.25,80.78,11.74,2.3535768433010418
Australia,2010,1364.46,111.11,66.82,20.35,112.2,74.16,16.62,7.586055195787722
Australia,2011,1468.21,109.01,64.35,24.04,111.11,66.82,20.35,7.328522576325636
Australia,2012,1515.87,109.89,65.59,27.52,109.01,64.35,24.04,3.1945559831864756
Australia,2013,1569.45,112.19,69.21,30.47,109.89,65.59,27.52,3.4735707948652106
Australia,2014,1613.99,115.87,70.94,34.04,112.19,69.21,30.47,2.7984134528669102
Australia,2015,1639.52,120.98,76.17,37.73,115.87,70.94,34.04,1.5694142027572688
Australia,2016,1697.37,123.76,75.14,40.62,120.98,76.17,37.73,3.4676478238195863
Australia,2017,1801.2,123.03,71.11,41.2,123.76,75.14,40.62,5.937311513781296
Australia,2018,1894.25,122.26,71.57,41.76,123.03,71.11,41.2,5.0369872384066205
Australia,2019,1993.43,118.98,70.58,46.72,122.26,71.57,41.76,5.103379127251895
Australia,2020,1973.59,122.34,69.42,57.09,118.98,70.58,46.72,-1.0002553764545397
Australia,2021,2202.57,117.69,63.73,55.54,122.34,69.42,57.09,10.977064105167322
Australia,2022,2482.84,110.7,60.06,50.22,117.69,63.73,55.54,11.977820588118693
Australia,2023,2620.92,109.82,59.14,48.97,110.7,60.06,50.22,5.412233490400364
Australia,2024,2722.07,112.15,60.84,49.83,109.82,59.14,48.97,3.786721910944202
Austria,1996,181.54,43.98,70.49,68.18,,,,
Austria,1997,187.78,44.09,74.82,63.37,43.98,70.49,68.18,3.379504973192038
Austria,1998,195.27,43.42,76.36,69.2,44.09,74.82,63.37,3.9112151422004082
Austria,1999,203.07,45.45,80.27,61.34,43.42,76.36,69.2,3.9167530936220274
Austria,2000,212.41,45.24,87.77,66.11,45.45,80.27,61.34,4.496762205016758
Austria,2001,219.37,45.51,89.24,67.24,45.24,87.77,66.11,3.2241432698802974
Austria,2002,225.09,46.39,88.07,67.44,45.51,89.24,67.24,2.5740520288151103
Austria,2003,230.54,46.87,90.13,66.41,46.39,88.07,67.44,2.3924060947119408
Austria,2004,240.54,47.89,86.98,65.91,46.87,90.13,66.41,4.246201270960359
Austria,2005,252.36,52.18,87.11,69.43,47.89,86.98,65.91,4.7970243620138575
Austria,2006,265.93,52.71,84.08,68.18,52.18,87.11,69.43,5.237647675223833
Austria,2007,282.21,51.86,89.03,65.81,52.71,84.08,68.18,5.941835839712262
Austria,2008,291.85,52.4,90.71,69.53,51.86,89.03,65.81,3.3588496997830397
Austria,2009,286.27,53.69,91.93,80.75,52.4,90.71,69.53,-1.9304550226442174
Austria,2010,294.05,54.77,93.22,83.65,53.69,91.93,80.75,2.6814399482606888
Austria,2011,308.17,53.4,92.41,83.36,54.77,93.22,83.65,4.6901757852257475
Austria,2012,316.59,52.16,91.87,82.94,53.4,92.41,83.36,2.695598259288623
Austria,2013,321.19,51.73,96.74,82.43,52.16,91.87,82.94,1.442528698653689
Austria,2014,330.11,51.57,93.09,85.21,51.73,96.74,82.43,2.7393083913000993
Austria,2015,342.08,51.31,92.71,85.61,51.57,93.09,85.21,3.561869558603359
Austria,2016,355.67,50.99,92.71,83.42,51.31,92.71,85.61,3.8958706824273825
Austria,2017,367.29,50.23,92.57,79.06,50.99,92.71,83.42,3.2148392092979705
Austria,2018,383.23,49.51,93.31,74.59,50.23,92.57,79.06,4.248360437862697
Austria,2019,395.71,49.39,93.05,71.01,49.51,93.31,74.59,3.204628860995218
Austria,2020,380.32,52.8,100.14,83.18,49.39,93.05,71.01,-3.9668616130628997
Austria,2021,406.23,51.69,101.36,82.39,52.8,100.14,83.18,6.590649805095872
Austria,2022,448.19,48.3,92.91,78.34,51.69,101.36,82.39,9.829774798698487
Austria,2023,473.85,44.94,88.88,78.4,48.3,92.91,78.34,5.567356626637654
Austria,2024,481.74,44.01,89.0,81.21,44.94,88.88,78.4,1.6513733508443096
Belgium,1996,214.29,39.4,71.05,129.0,,,,
Belgium,1997,224.1,40.26,77.3,124.27,39.4,71.05,129.0,4.476214297189074
Belgium,1998,232.62,41.75,82.0,119.19,40.26,77.3,124.27,3.7313840104011398
Belgium,1999,242.31,42.09,94.18,115.36,41.75,82.0,119.19,4.081167721142176
Belgium,2000,256.38,40.79,105.41,109.59,42.09,94.18,115.36,5.644282076167428
Belgium,2001,264.34,39.11,113.06,108.22,40.79,105.41,109.59,3.0575434445671235
Belgium,2002,273.26,39.35,109.83,105.44,39.11,113.06,108.22,3.318756958068203
Belgium,2003,281.2,39.54,116.12,101.66,39.35,109.83,105.44,2.8642437026167755
Belgium,2004,296.82,40.52,118.0,97.17,39.54,116.12,101.66,5.405973453116264
Belgium,2005,310.04,43.3,113.56,95.14,40.52,118.0,97.17,4.357542694563854
Belgium,2006,325.15,45.52,113.55,91.49,43.3,113.56,95.14,4.758529290184921
Belgium,2007,343.62,47.09,122.99,87.32,45.52,113.55,91.49,5.524978131866032
Belgium,2008,351.74,49.87,142.22,93.16,47.09,122.99,87.32,2.335587067439704
Belgium,2009,347.74,52.09,148.6,99.85,49.87,142.22,93.16,-1.143719220857431
Belgium,2010,363.24,52.98,136.42,100.25,52.09,148.6,99.85,4.360869872198414
Belgium,2011,378.75,54.99,143.21,102.74,52.98,136.42,100.25,4.181258400195098
Belgium,2012,387.94,55.42,147.78,104.33,54.99,143.21,102.74,2.397433166656704
Belgium,2013,394.62,56.11,148.04,105.02,55.42,147.78,104.33,1.707258805116929
Belgium,2014,404.96,57.89,146.54,106.52,56.11,148.04,105.02,2.5865020255499083
Belgium,2015,415.54,58.56,149.21,105.53,57.89,146.54,106.52,2.5790582419825903
Belgium,2016,428.47,58.97,169.75,105.4,58.56,149.21,105.53,3.0641844701651877
Belgium,2017,443.41,59.55,157.02,102.4,58.97,169.75,105.4,3.427412600915325
Belgium,2018,459.49,59.72,151.35,99.98,59.55,157.02,102.4,3.5622328845847484
Belgium,2019,479.45,60.86,150.74,97.46,59.72,151.35,99.98,4.252243482639795
Belgium,2020,463.75,65.33,155.64,111.1,60.86,150.74,97.46,-3.3293999678045694
Belgium,2021,506.02,63.06,143.91,108.37,65.33,155.64,111.1,8.723058027640107
Belgium,2022,563.54,59.55,131.47,102.56,63.06,143.91,108.37,10.766212167818079
Belgium,2023,596.32,57.63,125.68,103.12,59.55,131.47,102.56,5.65391198547216
Belgium,2024,614.54,57.35,122.48,104.47,57.63,125.68,103.12,3.009658472865606
Canada,1996,859.83,61.13,80.92,100.24,,,,
Canada,1997,906.93,61.98,83.14,95.27,61.13,80.92,100.24,5.333057433974453
Canada,1998,940.55,64.3,87.0,93.29,61.98,83.14,95.27,3.6399540910499795
Canada,1999,1007.93,63.27,81.34,88.97,64.3,87.0,93.29,6.918919123646283
Canada,2000,1106.07,61.34,82.6,80.44,63.27,81.34,88.97,9.291446944322868
Canada,2001,1144.54,62.77,87.83,81.46,61.34,82.6,80.44,3.418961732289194
Canada,2002,1193.69,64.94,89.81,79.6,62.77,87.83,81.46,4.204654021005627
Canada,2003,1254.75,66.82,84.6,75.91,64.94,89.81,79.6,4.98869997833733
Canada,2004,1335.73,69.61,84.13,71.89,66.82,84.6,75.91,6.254160932905517
Canada,2005,1421.59,72.26,77.42,70.64,69.61,84.13,71.89,6.229800462408441
Canada,2006,1496.6,75.9,78.26,69.92,72.26,77.42,70.64,5.141990515807571
Canada,2007,1577.66,80.73,81.12,67.18,75.9,78.26,69.92,5.274686793325856
Canada,2008,1657.04,83.47,83.97,70.36,80.73,81.12,67.18,4.909014156775093
Canada,2009,1571.33,94.91,88.33,81.8,83.47,83.97,70.36,-5.311048366223847
Canada,2010,1666.05,94.86,85.12,83.98,94.91,88.33,81.8,5.853316079620985
Canada,2011,1774.06,93.99,85.41,84.29,94.86,85.12,83.98,6.281514988781645
Canada,2012,1827.2,95.26,89.54,87.15,93.99,85.41,84.29,2.95140352926353
Canada,2013,1902.25,95.4,94.92,87.61,95.26,89.54,87.15,4.025265559494162
Canada,2014,1994.9,95.14,99.0,85.54,95.4,94.92,87.61,4.7556527697732776
Canada,2015,1990.44,100.71,108.59,92.03,95.14,99.0,85.54,-0.2238203948413897
Canada,2016,2025.54,104.18,109.58,92.4,100.71,108.59,92.03,1.7480611852119132
Canada,2017,2140.64,103.6,109.99,90.94,104.18,109.58,92.4,5.526851806723876
Canada,2018,2235.68,103.04,113.01,90.78,103.6,109.99,90.94,4.344058260682893
Canada,2019,2313.56,103.52,117.64,90.21,103.04,113.01,90.78,3.4242031409544182
Canada,2020,2220.53,112.13,132.37,118.07,103.52,117.64,90.21,-4.10415576301757
Canada,2021,2535.82,105.55,125.15,112.62,112.13,132.37,118.07,13.277115000857709
Canada,2022,2850.94,100.19,114.99,104.21,105.55,125.15,112.62,11.713170832385256
Canada,2023,2933.81,100.6,117.46,107.71,100.19,114.99,104.21,2.865315515255684
Canada,2024,3069.08,100.07,118.03,110.77,100.6,117.46,107.71,4.507592280634309
Chile,1996,32393.86,22.63,90.42,14.58,,,,
Chile,1997,35946.99,22.63,90.42,12.78,22.63,90.42,14.58,10.407645459567583
Chile,1998,37741.62,22.63,90.42,12.12,22.63,90.42,12.78,4.871811103480361
Chile,1999,38461.78,22.63,90.42,13.28,22.63,90.42,12.12,1.8901556643577067
Chile,2000,42215.03,22.63,90.42,13.15,22.63,90.42,13.28,9.311129782814831
Chile,2001,45409.05,22.63,90.42,14.35,22.63,90.42,13.15,7.29351056198464
Chile,2002,48428.96,22.63,90.42,15.05,22.63,90.42,14.35,6.4386557502837505
Chile,2003,52897.34,23.5,77.26,12.57,22.63,90.42,15.05,8.825507215435024
Chile,2004,60391.76,25.17,68.46,10.31,23.5,77.26,12.57,13.249961774701191
Chile,2005,68467.94,26.33,64.12,7.04,25.17,68.46,10.31,12.551293471811853
Chile,2006,81577.53,26.39,61.28,5.02,26.33,64.12,7.04,17.518824989112147
Chile,2007,90159.48,29.03,63.18,3.9,26.39,61.28,5.02,10.00262457881167
Chile,2008,93867.12,32.63,78.86,4.92,29.03,63.18,3.9,4.030006295908173
Chile,2009,96138.48,33.91,76.18,5.84,32.63,78.86,4.92,2.390948691458128
Chile,2010,110777.87,32.58,70.13,8.61,33.91,76.18,5.84,14.173737305861422
Chile,2011,121509.3,33.81,75.36,11.13,32.58,70.13,8.61,9.24637779384323
Chile,2012,129973.39,35.34,80.48,11.94,33.81,75.36,11.13,6.733893413436398
Chile,2013,137309.19,37.28,87.24,12.78,35.34,80.48,11.94,5.490550706018027
Chile,2014,147951.29,39.36,96.94,15.02,37.28,87.24,12.78,7.464785371434424
Chile,2015,158622.9,41.26,104.26,17.37,39.36,96.94,15.02,6.9646589206147524
Chile,2016,168764.69,42.43,100.36,21.1,41.26,104.26,17.37,6.197569063946595
Chile,2017,179314.91,43.79,93.74,23.65,42.43,100.36,21.1,6.063815605864065
Chile,2018,189434.87,45.83,97.54,25.8,43.79,93.74,23.65,5.490173764044748
Chile,2019,195531.72,48.12,106.05,28.33,45.83,97.54,25.8,3.167734538880751
Chile,2020,201257.75,48.27,109.56,32.38,48.12,106.05,28.33,2.886380797038335
Chile,2021,239418.12,44.94,101.79,36.45,48.27,109.56,32.38,17.36250546086673
Chile,2022,263065.44,46.42,97.87,37.91,44.94,101.79,36.45,9.419134303701071
Chile,2023,281857.49,46.34,95.74,39.42,46.42,97.87,37.91,6.8998766073852025
Chile,2024,311630.88,44.81,94.21,41.98,46.34,95.74,39.42,10.041782190493187
Colombia,1996,120383.44,16.49,30.94,23.28,,,,
Colombia,1997,145481.5,15.37,38.69,25.25,16.49,30.94,23.28,18.93669488744827
Colombia,1998,167925.73,15.1,39.14,27.44,15.37,38.69,25.25,14.347286756101774
Colombia,1999,181171.02,13.56,40.22,33.97,15.1,39.14,27.44,7.591964872099588
Colombia,2000,207268.0,9.71,37.42,37.97,13.56,40.22,33.97,13.457119482921343
Colombia,2001,224483.0,9.29,37.01,41.08,9.71,37.42,37.97,7.978733861189191
Colombia,2002,243837.0,10.21,38.26,47.53,9.29,37.01,41.08,8.269998878860996
Colombia,2003,270695.0,9.76,34.51,45.02,10.21,38.26,47.53,10.449275654498535
Colombia,2004,305896.0,11.24,29.5,41.47,9.76,34.51,45.02,12.2252449084705
Colombia,2005,337957.0,12.95,26.7,38.53,11.24,29.5,41.47,9.96734935524124
Colombia,2006,381604.0,14.25,27.5,35.97,12.95,26.7,38.53,12.146475324439443
Colombia,2007,428506.0,16.48,26.96,32.66,14.25,27.5,35.97,11.592131857403665
Colombia,2008,476554.0,16.42,27.17,32.38,16.48,26.96,32.66,10.627630273766897
Colombia,2009,501574.0,17.51,27.71,35.39,16.42,27.17,32.38,5.11701108333007
Colombia,2010,544060.0,18.7,30.17,36.5,17.51,27.71,35.39,8.130838104714577
Colombia,2011,619023.0,20.09,30.21,35.78,18.7,30.17,36.5,12.90828938070252
Colombia,2012,666508.0,21.62,29.03,33.97,20.09,30.21,35.78,7.39097138488134
Colombia,2013,714094.0,22.94,31.67,37.59,21.62,29.03,33.97,6.89624637877202
Colombia,2014,762903.0,24.15,36.36,43.32,22.94,31.67,37.59,6.6116287116603445
Colombia,2015,804692.0,26.87,41.1,50.37,24.15,36.36,43.32,5.332870205772622
Colombia,2016,863782.0,26.25,37.87,49.9,26.87,41.1,50.37,7.086082664297422
Colombia,2017,920471.0,26.96,35.33,49.45,26.25,37.87,49.9,6.356507340729323
Colombia,2018,987791.0,27.65,34.32,51.76,26.96,35.33,49.45,7.058564134911727
Colombia,2019,1060068.0,29.08,31.56,50.97,27.65,34.32,51.76,7.061719908301178
Colombia,2020,998471.0,32.38,37.55,65.27,29.08,31.56,50.97,-5.986322712317538
Colombia,2021,1192634.0,30.07,34.14,64.42,32.38,37.55,65.27,17.76944765535724
Colombia,2022,1471079.0,28.45,32.3,61.3,30.07,34.14,64.42,20.98318386996656
Colombia,2023,1584562.0,26.95,30.59,55.46,28.45,32.3,61.3,7.431188330626171
Colombia,2024,1705323.0,25.71,29.19,61.28,26.95,30.59,55.46,7.344650716259338
Costa Rica,1996,2425.73,13.36,30.81,26.09,,,,
Costa Rica,1997,2934.16,13.36,30.81,26.09,13.36,30.81,26.09,19.02887012780221
Costa Rica,1998,3519.45,13.36,30.81,26.09,13.36,30.81,26.09,18.188351610711706
Costa Rica,1999,4072.33,13.36,30.81,26.09,13.36,30.81,26.09,14.591058982022176
Costa Rica,2000,4627.05,13.36,30.81,26.09,13.36,30.81,26.09,12.7704198782439
Costa Rica,2001,5254.08,13.36,30.81,26.09,13.36,30.81,26.09,12.708540163716364
Costa Rica,2002,5965.39,14.95,32.49,26.09,13.36,30.81,26.09,12.696951716253402
Costa Rica,2003,6885.56,15.86,29.37,26.09,14.95,32.49,26.09,14.345203030714515
Costa Rica,2004,8150.14,17.01,26.95,26.09,15.86,29.37,26.09,16.86086399081379
Costa Rica,2005,9577.02,18.13,27.75,26.09,17.01,26.95,26.09,16.13313738545976
Costa Rica,2006,11613.32,18.74,29.63,26.09,18.13,27.75,26.09,19.27862363359658
Costa Rica,2007,13889.05,21.63,33.99,26.09,18.74,29.63,26.09,17.894804468889447
Costa Rica,2008,16208.97,25.13,35.39,26.09,21.63,33.99,26.09,15.446403280590815
Costa Rica,2009,17626.15,24.22,30.53,26.09,25.13,35.39,26.09,8.381880209200077
Costa Rica,2010,19802.01,22.77,27.83,28.2,24.22,30.53,26.09,11.639985290297972
Costa Rica,2011,21623.52,23.9,31.06,29.99,22.77,27.83,28.2,8.799816346981792
Costa Rica,2012,23752.87,24.8,29.98,34.12,23.9,31.06,29.99,9.39217541155859
Costa Rica,2013,25462.95,26.02,32.24,35.39,24.8,29.98,34.12,6.952108916026489
Costa Rica,2014,28001.33,27.17,33.93,37.84,26.02,32.24,35.39,9.50275546017565
Costa Rica,2015,30171.92,28.22,33.9,40.2,27.17,33.93,37.84,7.465968147582025
Costa Rica,2016,32056.29,29.65,35.37,44.39,28.22,33.9,40.2,6.058172943831686
Costa Rica,2017,34343.65,30.45,35.08,47.43,29.65,35.37,44.39,6.892371990045909
Costa Rica,2018,36014.72,30.95,35.5,52.26,30.45,35.08,47.43,4.751060391100559
Costa Rica,2019,37832.15,29.65,32.71,56.92,30.95,35.5,52.26,4.923152645843842
Costa Rica,2020,36495.25,31.33,35.57,67.38,29.65,32.71,56.92,-3.597715509756405
Costa Rica,2021,40326.63,28.87,33.56,68.14,31.33,35.57,67.38,9.982992963545634
Costa Rica,2022,44810.03,27.14,31.56,63.5,28.87,33.56,68.14,10.54199535221958
Costa Rica,2023,47059.27,26.56,28.99,61.6,27.14,31.56,63.5,4.897587277546123
Costa Rica,2024,49115.93,26.83,28.83,60.17,26.56,28.99,61.6,4.277555103305453
Czech Republic,1996,1840.56,7.68,61.67,11.51,,,,
Czech Republic,1997,1982.42,7.68,69.04,12.12,7.68,61.67,11.51,7.4248447480548485
Czech Republic,1998,2168.88,6.86,59.36,13.88,7.68,69.04,12.12,8.989258465654881
Czech Republic,1999,2267.28,7.33,57.77,15.09,6.86,59.36,13.88,4.436996986717823
Czech Republic,2000,2399.7,7.68,54.11,16.89,7.33,57.77,15.09,5.676285439389694
Czech Republic,2001,2591.57,8.07,47.72,22.6,7.68,54.11,16.89,7.692014012544401
Czech Republic,2002,2704.47,10.69,46.84,25.7,8.07,47.72,22.6,4.264208997822294
Czech Republic,2003,2833.2,11.4,40.67,28.06,10.69,46.84,25.7,4.65008552529147
Czech Republic,2004,3087.78,13.8,46.11,28.29,11.4,40.67,28.06,8.604557120394318
Czech Republic,2005,3288.49,16.44,43.61,27.68,13.8,46.11,28.29,6.2976106753264816
Czech Republic,2006,3530.25,18.98,45.56,27.56,16.44,43.61,27.68,7.094019711268551
Czech Republic,2007,3856.63,23.1,46.76,27.35,18.98,45.56,27.56,8.842505517847066
Czech Republic,2008,4037.56,25.7,51.26,28.15,23.1,46.76,27.35,4.584680397377561
Czech Republic,2009,3945.51,28.43,52.7,33.43,25.7,51.26,28.15,-2.3062325610716528
Czech Republic,2010,4032.95,28.49,54.38,36.7,28.43,52.7,33.43,2.19198945868051
Czech Republic,2011,4095.36,29.6,55.81,39.4,28.49,54.38,36.7,1.5356507433345712
Czech Republic,2012,4118.39,30.46,58.15,43.84,29.6,55.81,39.4,0.5607684760390086
Czech Republic,2013,4169.01,31.19,60.07,44.14,30.46,58.15,43.84,1.22162872632412
Czech Republic,2014,4377.99,30.03,59.42,41.55,31.19,60.07,44.14,4.89111173975143
Czech Republic,2015,4651.81,30.0,55.47,39.47,30.03,59.42,41.55,6.06666762239616
Czech Republic,2016,4843.03,30.84,56.31,36.23,30.0,55.47,39.47,4.028416673543234
Czech Republic,2017,5179.34,31.07,56.49,33.78,30.84,56.31,36.23,6.713707711679362
Czech Republic,2018,5475.77,31.41,59.26,31.68,31.07,56.49,33.78,5.565527005695792
Czech Republic,2019,5888.87,31.04,53.64,29.55,31.41,59.26,31.68,7.273122358039252
Czech Republic,2020,5828.32,33.24,54.6,36.88,31.04,53.64,29.55,-1.0335334494124382
Czech Republic,2021,6307.76,33.89,55.61,40.69,33.24,54.6,36.88,7.905182728298499
Czech Republic,2022,7049.87,31.88,55.58,42.52,33.89,55.61,40.69,11.1228555485404
Czech Republic,2023,7618.53,30.82,54.8,42.45,31.88,55.58,42.52,7.757426076469542
Czech Republic,2024,8008.21,30.84,57.1,42.99,30.82,54.8,42.45,4.988382774275912
Denmark,1996,1087.15,69.79,76.83,68.32,,,,
Denmark,1997,1144.17,72.55,78.73,64.39,69.79,76.83,68.32,5.111989021718255
Denmark,1998,1185.22,76.25,74.42,60.32,72.55,78.73,64.39,3.5248928047847627
Denmark,1999,1240.98,75.84,74.84,56.79,76.25,74.42,60.32,4.59729786931895
Denmark,2000,1325.98,75.78,81.66,53.55,75.84,74.84,56.79,6.6250418636512265
Denmark,2001,1372.28,80.52,92.66,50.1,75.78,81.66,53.55,3.4321781420859843
Denmark,2002,1411.48,84.81,85.47,50.32,80.52,92.66,50.1,2.816520917308374
Denmark,2003,1438.89,90.26,87.24,48.16,84.81,85.47,50.32,1.9233183722195513
Denmark,2004,1509.67,94.39,91.89,46.22,90.26,87.24,48.16,4.8019100886661725
Denmark,2005,1590.08,101.66,103.45,39.36,94.39,91.89,46.22,5.189324553535535
Denmark,2006,1685.24,108.2,118.19,33.19,101.66,103.45,39.36,5.812365746427783
Denmark,2007,1743.14,115.48,124.73,29.48,108.2,118.19,33.19,3.3780097701345824
Denmark,2008,1809.72,119.73,131.17,35.54,115.48,124.73,29.48,3.748405258101428
Denmark,2009,1729.53,129.91,141.0,43.05,119.73,131.17,35.54,-4.532244188003887
Denmark,2010,1812.9,128.08,132.17,46.12,129.91,141.0,43.05,4.707807775506723
Denmark,2011,1848.53,125.92,140.32,49.99,128.08,132.17,46.12,1.9462955584538477
Denmark,2012,1892.94,124.07,141.47,48.71,125.92,140.32,49.99,2.3740447365764084
Denmark,2013,1935.56,124.69,130.65,47.77,124.07,141.47,48.71,2.226551429296464
Denmark,2014,1980.26,122.71,135.83,48.71,124.69,130.65,47.77,2.2831458920189895
Denmark,2015,2030.21,118.76,140.12,44.55,122.71,135.83,48.71,2.4911086762211987
Denmark,2016,2101.52,116.89,141.92,41.69,118.76,140.12,44.55,3.452165645025218
Denmark,2017,2189.59,113.83,138.27,40.15,116.89,141.92,41.69,4.1053419260287605
Denmark,2018,2243.54,112.32,139.82,38.54,113.83,138.27,40.15,2.4340663869867107
Denmark,2019,2303.64,110.84,151.6,38.33,112.32,139.82,38.54,2.643550506578052
Denmark,2020,2326.59,111.76,139.03,46.28,110.84,151.6,38.33,0.9913195648525885
Denmark,2021,2567.52,101.55,126.37,40.49,111.76,139.03,46.28,9.85367761950453
Denmark,2022,2844.23,84.49,133.17,34.08,101.55,126.37,40.49,10.235192821336891
Denmark,2023,2804.74,88.31,130.43,33.59,84.49,133.17,34.08,-1.398153762585963
Denmark,2024,2960.89,85.16,126.14,27.99,88.31,130.43,33.59,5.4179055761350625
Estonia,1996,3.68,3.35,36.64,7.3,,,,
Estonia,1997,4.57,6.25,46.3,6.03,3.35,36.64,7.3,21.660045272527363
Estonia,1998,5.1,5.82,60.21,5.4,6.25,46.3,6.03,10.972733482416675
Estonia,1999,5.41,6.97,61.77,5.93,5.82,60.21,5.4,5.900855312811015
Estonia,2000,6.17,8.66,64.19,5.11,6.97,61.77,5.93,13.144974505890627
Estonia,2001,6.98,10.81,70.07,4.93,8.66,64.19,5.11,12.335007885698479
Estonia,2002,7.82,14.07,75.28,5.66,10.81,70.07,4.93,11.363563778293862
Estonia,2003,8.75,18.35,78.08,5.6,14.07,75.28,5.66,11.236914581230328
Estonia,2004,9.78,24.18,81.49,5.16,18.35,78.08,5.6,11.128578367720277
Estonia,2005,11.35,32.0,78.58,4.73,24.18,81.49,5.16,14.88782598806857
